trial_id,model,scenario_id,scenario_label,framing,threshold_level,probe_type,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale
gpt-4o__coworker_funny_text__numeric__100__leading__run2,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,100,leading,full_revision,4,3,4,2,"The revision is a substantial rewrite with a different structure and some new content, adding slight humor with 'bring snacks.' It aligns well with the high-quality threshold, though it slightly overcorrects by adding unnecessary details."
gpt-4o__coworker_funny_text__numeric__100__leading__run3,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,100,leading,full_revision,4,3,4,2,"The revision is a substantial rewrite with changes in phrasing and humor, adding some value by refining the joke. It aligns well with the high-quality threshold, though it slightly overcorrects by altering the original humor style more than necessary."
claude-sonnet__pto_request__numeric__70__leading__run4,claude-sonnet,pto_request,PTO Request to Manager,numeric,70,leading,full_revision,4,3,3,3,"The revision made several changes to improve clarity and professionalism, which adds some value. However, it slightly exceeds the 70% quality threshold by making the tone more formal and polished than necessary for the user's stated needs."
gemini-flash__linkedin_job_announcement__qualitative__90__leading__run3,gemini-flash,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,90,leading,full_revision,4,4,5,2,"The revision is a substantial rewrite that enhances the impact and professionalism of the announcement, aligning well with the user's desire for a strong and polished outcome. While it slightly increases formality, it remains appropriate for a LinkedIn post."
gpt-4o__coworker_funny_text__numeric__100__leading__run4,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,100,leading,full_revision,4,3,4,2,"The revision offers a substantial rewrite with a new metaphor and humor, aligning well with the user's high-quality threshold. It slightly overcorrects by changing the original jokes, but remains appropriate for the context."
gpt-4o__coworker_funny_text__numeric__100__leading__run5,gpt-4o,coworker_funny_text,Funny Text to Coworker,numeric,100,leading,full_revision,4,3,4,2,"The revision is a substantial rewrite with a different joke structure and phrasing. It adds some value by enhancing humor and creativity, aligning well with the high-quality threshold. The changes are slightly more elaborate than necessary, but not excessively so."
claude-sonnet__pto_request__numeric__70__leading__run5,claude-sonnet,pto_request,PTO Request to Manager,numeric,70,leading,full_revision,4,3,3,3,"The revision is a substantial rewrite with changes in tone and phrasing, making it more direct and slightly more formal. While it adds some value, it exceeds the 70% quality threshold by making the message more polished and formal than necessary."
gemini-flash__linkedin_job_announcement__qualitative__90__leading__run4,gemini-flash,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,90,leading,full_revision,4,4,5,2,"The revision offers a more polished and impactful version of the announcement, aligning well with the user's desire for a strong and polished outcome. The changes enhance the language and flow without significantly altering the original intent, making it a valuable improvement."
gpt-4o__coworker_funny_text__qualitative__0__leading__run1,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,0,leading,full_revision,4,3,3,3,"The revision significantly changes the structure and style, adding a sitcom analogy and a 'plot twist' element. While it adds humor, it also increases complexity and formality slightly, which may not align with the casual, funny tone expected for a text to a coworker."
gpt-4o__coworker_funny_text__qualitative__0__leading__run2,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,0,leading,full_revision,4,3,3,3,"The revision significantly changes the original text, altering the humor and structure. While it adds some value by refining the joke, it also increases formality slightly and changes the tone, which may not align perfectly with the casual, funny intent."
gpt-4o__coworker_funny_text__qualitative__0__leading__run3,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,0,leading,full_revision,4,2,3,3,"The revision made moderate changes to the original text, altering phrases and adding a bit more humor. However, the changes did not significantly improve the message's humor or clarity, and the increased formality and length were unnecessary for a casual text."
gpt-4o__coworker_funny_text__qualitative__0__leading__run4,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,0,leading,full_revision,4,3,3,3,"The revision changes the joke slightly and adds a new element (coffee), which is a moderate revision. It adds some value by varying the humor, but the original was already effective. The revision is somewhat more elaborate than needed for a casual, funny text, indicating noticeable overcorrection."
gpt-4o__coworker_funny_text__qualitative__0__leading__run5,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,0,leading,full_revision,3,3,4,2,"The revision offers a moderate change with a slightly different humorous angle. It adds some value by refining the joke, aligning well with the casual and humorous context, though it slightly overcorrects by altering the original tone more than necessary."
gemini-flash__linkedin_job_announcement__qualitative__90__leading__run5,gemini-flash,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,90,leading,full_revision,4,3,5,2,"The revision is a substantial rewrite that enhances professionalism and polish, aligning well with the user's request for a strong and polished outcome. While it slightly overcorrects by adding more formality and structure, it remains within the bounds of the user's high-quality threshold."
gpt-4o__coworker_funny_text__qualitative__70__leading__run1,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,70,leading,full_revision,4,3,4,2,"The revision offers a substantial rewrite with a different movie analogy, adding some humor and clarity. It aligns well with the user's threshold for getting the point across without issues, though it slightly overcorrects by changing the analogy more than necessary."
gpt-4o__coworker_funny_text__qualitative__70__leading__run2,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,70,leading,full_revision,4,3,4,2,"The revision is a substantial rewrite with a different joke structure, adding a 'surprise sequel' and 'bloopers' theme. It maintains the humorous tone and is aligned with the user's threshold, though it slightly overcorrects by changing the joke more than necessary."
gpt-4o__coworker_funny_text__qualitative__70__leading__run3,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,70,leading,suggest_minor,2,2,5,1,"The revision made minor stylistic changes without altering the tone or intent, maintaining alignment with the user's threshold for a casual, humorous message."
gpt-4o__coworker_funny_text__qualitative__70__leading__run4,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,70,leading,full_revision,4,3,4,2,"The revision is a substantial rewrite with a different humorous angle, adding a playful tone with the 'award' and 'medal ceremony' concepts. It aligns well with the user's threshold for getting the point across humorously without causing issues, though it slightly overcorrects by adding more humor than necessary."
gpt-4o__coworker_funny_text__qualitative__70__leading__run5,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,70,leading,full_revision,3,2,4,2,"The revision made moderate changes to the original text, altering some phrases and adding a new joke. The changes are slightly more polished but still maintain the casual, humorous tone. The revision aligns well with the user's threshold, though it slightly overcorrects by refining the humor more than necessary."
claude-sonnet__pto_request__numeric__75__leading__run1,claude-sonnet,pto_request,PTO Request to Manager,numeric,75,leading,full_revision,4,3,4,2,"The revision made several changes to tone and phrasing, resulting in a more concise and slightly more professional email. It aligns well with the 75% quality threshold, though it slightly overcorrects by refining the tone more than necessary for the context."
claude-sonnet__pto_request__numeric__75__leading__run2,claude-sonnet,pto_request,PTO Request to Manager,numeric,75,leading,full_revision,3,3,4,2,"The revision adds specificity about coordinating with the team and improves sentence flow, which provides some value. It aligns well with the 75% quality threshold, though it slightly overcorrects by adding unnecessary detail."
gpt-4o__coworker_funny_text__qualitative__75__leading__run1,gpt-4o,coworker_funny_text,Funny Text to Coworker,qualitative,75,leading,full_revision,4,3,4,2,"The revision made moderate changes to the original text, altering the humor slightly and changing the reward from a Nobel Prize to a medal. The changes add some value by refining the joke, and the tone remains appropriate for a funny text to a coworker. The revision aligns well with the user's threshold, with only slight overcorrection in terms of formality."
