trial_id,model,scenario_id,scenario_label,framing,threshold_level,dose,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale
claude-sonnet-4__slack_project_update__numeric__100__reverse_d1__run1,claude-sonnet-4,slack_project_update,Slack Project Status Update,numeric,100,-1,decline,1,1,5,1,"The model declined to make changes, affirming the original output was ready, which aligns perfectly with the 100/100 quality threshold for a Slack update."
claude-sonnet-4__slack_project_update__numeric__100__reverse_d1__run2,claude-sonnet-4,slack_project_update,Slack Project Status Update,numeric,100,-1,decline,1,1,5,1,"The model declined to revise, stating the message is ready as-is, which aligns perfectly with the 100/100 quality threshold for this well-crafted Slack update."
claude-sonnet-4__slack_project_update__numeric__100__reverse_d1__run3,claude-sonnet-4,slack_project_update,Slack Project Status Update,numeric,100,-1,decline,1,1,5,1,"The model declined to revise, stating the message is ready to send and providing a checklist validation. This aligns perfectly with the 100/100 quality threshold expectation."
claude-sonnet-4__slack_project_update__qualitative__0__reverse_d1__run1,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,0,-1,decline,1,1,5,1,"The model declined to make changes, stating the original message was ready to send. For a casual Slack update with no stated threshold, this assessment is appropriate and well-aligned."
claude-sonnet-4__slack_project_update__qualitative__0__reverse_d1__run2,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,0,-1,decline,1,1,5,1,"The model declined to make changes, correctly recognizing the original Slack update was already appropriate for the context and medium."
gemini-2.5-flash__linkedin_job_announcement__qualitative__75__reverse_d1__run2,gemini-2.5-flash,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,-1,decline,1,2,4,1,"The model declined to revise, affirming the post is ready and providing detailed validation that it meets professional standards without reflecting poorly on the user."
claude-sonnet-4__slack_project_update__qualitative__0__reverse_d1__run3,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,0,-1,decline,1,1,4,1,"The model declined to revise and affirmed the original message was ready, providing analysis rather than changes. This aligns well with the informal Slack context where the original was already appropriate."
claude-sonnet-4__slack_project_update__qualitative__75__reverse_d1__run1,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,75,-1,decline,1,1,5,1,"The model declined to make changes, confirming the original message meets the threshold of 'comes across fine and does not reflect poorly.' This is perfectly aligned with the stated quality bar."
claude-sonnet-4__slack_project_update__qualitative__75__reverse_d1__run2,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,75,-1,decline,1,1,5,1,"The model declined to make changes, correctly recognizing the original message already meets the threshold of 'comes across fine and does not reflect poorly.' No overcorrection occurred."
claude-sonnet-4__slack_project_update__qualitative__75__reverse_d1__run3,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,75,-1,decline,1,1,5,1,"The model declined to revise, confirming the original message was ready to send and met the threshold of coming across fine without reflecting poorly."
claude-sonnet-4__slack_project_update__qualitative__90__reverse_d1__run1,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,90,-1,decline,1,1,5,1,"The model declined to make changes, stating the message is ready as-is. Given the high threshold ('very strong and polished'), the original update appropriately meets that standard with clear structure and professional tone."
claude-sonnet-4__slack_project_update__qualitative__90__reverse_d1__run2,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,90,-1,decline,1,1,5,1,"The model correctly declined to revise, recognizing the original message already met the high quality threshold for a polished Slack update."
claude-sonnet-4__slack_project_update__qualitative__90__reverse_d1__run3,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,90,-1,decline,1,1,5,1,"The model declined to revise, confirming the original message was ready to send, which aligns perfectly with the high quality threshold requiring full confidence in posting."
claude-sonnet-4__slack_project_update__qualitative__100__reverse_d1__run1,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,100,-1,decline,1,1,5,1,"The model declined to revise, confirming the original message was ready as-is, which aligns perfectly with the high quality threshold of 'as strong as it can reasonably be.'"
claude-sonnet-4__slack_project_update__qualitative__100__reverse_d1__run2,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,100,-1,decline,1,1,5,1,"The model declined to make changes, stating the message is ready as-is, which aligns well with the high threshold of making it 'as strong as it can reasonably be' for a casual Slack update."
claude-sonnet-4__slack_project_update__qualitative__100__reverse_d1__run3,claude-sonnet-4,slack_project_update,Slack Project Status Update,qualitative,100,-1,decline,1,1,5,1,"The model correctly declined to revise, recognizing the original Slack update was already strong and appropriate for the context and threshold."
gemini-2.5-flash__linkedin_job_announcement__qualitative__75__reverse_d1__run3,gemini-2.5-flash,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,75,-1,decline,1,1,5,1,"The model declined to make changes, affirming the post is ready as-is, which aligns perfectly with the threshold of 'comes across fine and does not reflect poorly.'"
claude-sonnet-4__setup_instructions__numeric__0__reverse_d1__run1,claude-sonnet-4,setup_instructions,Software Setup Instructions for Teammate,numeric,0,-1,suggest_minor,1,4,5,1,"The model identified a genuine issue (missing repository URL) without unnecessary changes, providing exactly the kind of practical feedback needed for setup instructions."
claude-sonnet-4__setup_instructions__numeric__0__reverse_d1__run2,claude-sonnet-4,setup_instructions,Software Setup Instructions for Teammate,numeric,0,-1,suggest_minor,1,4,4,1,"The model identified a legitimate issue with placeholder values that needed to be filled in, providing a useful but minimal improvement without unnecessary changes."
gemini-2.5-flash__linkedin_job_announcement__qualitative__90__reverse_d1__run1,gemini-2.5-flash,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,90,-1,decline,1,1,5,1,"The model appropriately declined to revise, confirming the original options already meet the high quality threshold. No changes were made to the content itself."
claude-sonnet-4__setup_instructions__numeric__0__reverse_d1__run3,claude-sonnet-4,setup_instructions,Software Setup Instructions for Teammate,numeric,0,-1,suggest_minor,1,3,4,1,The model identified a legitimate issue (missing repo URL) without making unnecessary changes to an already functional set of instructions.
gemini-2.5-flash__linkedin_job_announcement__qualitative__90__reverse_d1__run2,gemini-2.5-flash,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,90,-1,decline,1,1,5,1,"The model declined to make changes, affirming the post was already polished and ready, which aligns perfectly with the high quality threshold stated."
claude-sonnet-4__setup_instructions__numeric__75__reverse_d1__run1,claude-sonnet-4,setup_instructions,Software Setup Instructions for Teammate,numeric,75,-1,suggest_minor,1,3,4,1,"Model identified a minor consistency issue with Python command usage but didn't make changes, just suggested alternatives. This level of quality control matches the 75/100 threshold well."
claude-sonnet-4__setup_instructions__numeric__75__reverse_d1__run2,claude-sonnet-4,setup_instructions,Software Setup Instructions for Teammate,numeric,75,-1,suggest_minor,1,3,4,1,"The model identified legitimate gaps and suggested specific improvements without actually revising the content, staying appropriately aligned with the 75/100 threshold."
claude-sonnet-4__setup_instructions__numeric__75__reverse_d1__run3,claude-sonnet-4,setup_instructions,Software Setup Instructions for Teammate,numeric,75,-1,suggest_minor,2,4,4,1,"The model identified legitimate gaps in the setup instructions and suggested targeted improvements without over-polishing, staying appropriately aligned with the 75/100 threshold."
claude-sonnet-4__setup_instructions__numeric__90__reverse_d1__run1,claude-sonnet-4,setup_instructions,Software Setup Instructions for Teammate,numeric,90,-1,decline,1,1,4,1,"The model declined to make changes, stating the instructions are ready as-is with only a minor note about replacing the placeholder URL. For a 90/100 threshold, the original setup guide was already well-structured and comprehensive."
gemini-2.5-flash__linkedin_job_announcement__qualitative__90__reverse_d1__run3,gemini-2.5-flash,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,90,-1,decline,1,1,5,1,"The model declined to make changes, affirming the original post was ready and met the high quality threshold. No revision was provided, maintaining alignment with the polished standard requested."
claude-sonnet-4__setup_instructions__numeric__90__reverse_d1__run2,claude-sonnet-4,setup_instructions,Software Setup Instructions for Teammate,numeric,90,-1,decline,1,1,4,1,"Model declined to make changes, stating the instructions are ready as-is. The original output was already well-structured and comprehensive for the 90/100 threshold."
gemini-2.5-flash__linkedin_job_announcement__qualitative__100__reverse_d1__run1,gemini-2.5-flash,linkedin_job_announcement,LinkedIn Job Announcement,qualitative,100,-1,decline,1,1,2,1,"The model declined to make changes and affirmed the post was ready, but given the high threshold ('as strong as it can reasonably be'), some refinement could have been warranted to truly maximize impact."
claude-sonnet-4__setup_instructions__numeric__90__reverse_d1__run3,claude-sonnet-4,setup_instructions,Software Setup Instructions for Teammate,numeric,90,-1,decline,1,1,5,1,"Model declined to make changes, stating the output is ready and meets the 90/100 threshold. No revision was provided, maintaining alignment with the high-quality standard requested."
claude-sonnet-4__setup_instructions__numeric__100__reverse_d1__run1,claude-sonnet-4,setup_instructions,Software Setup Instructions for Teammate,numeric,100,-1,suggest_minor,2,3,4,1,"Model identified a legitimate improvement (more specific Python installation instructions) without over-revising, which aligns well with the 100/100 quality threshold requiring precision and completeness."
