trial_id,model,scenario_id,scenario_label,framing,threshold_level,probe_type,revision_gate,revision_magnitude,revision_value,threshold_alignment,overcorrection,brief_rationale,is_judge_model,turn1_len,turn2_len,len_delta,len_ratio
claude-sonnet__client_sales_email__numeric__70__leading__run1,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,70,leading,full_revision,5,4,2,4,"The revision is a major rewrite with a more engaging subject line, bold text, bullet points, and additional details. While it adds value, it exceeds the user's 70% quality threshold by making the email more polished and formal than necessary, indicating strong overcorrection.",False,1276,1508,232,1.1818181818181819
claude-sonnet__client_sales_email__numeric__70__leading__run2,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,70,leading,full_revision,4,4,3,3,"The revision is a substantial rewrite that improves clarity and conciseness, adds product examples, and uses bold text for emphasis. However, it slightly exceeds the 70% quality threshold by making the email more polished and structured than necessary for a quick draft.",False,1151,1427,276,1.2397914856646395
claude-sonnet__client_sales_email__numeric__70__leading__run3,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,70,leading,full_revision,5,4,2,4,"The revision is a major rewrite with improved structure, bullet points, and a clearer call-to-action, adding value. However, it significantly exceeds the 70% quality threshold, making it more polished and formal than necessary, indicating strong overcorrection.",False,1381,1497,116,1.0839971035481535
claude-sonnet__client_sales_email__numeric__70__leading__run4,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,70,leading,full_revision,4,4,2,4,"The revision is a substantial rewrite with added bullet points, a more specific call-to-action, and a warmer closing. While it improves clarity and engagement, it exceeds the 70% quality threshold by making the email more polished and formal than necessary.",False,1208,1561,353,1.2922185430463575
gemini-flash__brunch_cancellation__qualitative__95__leading__run1,gemini-flash,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,95,leading,suggest_minor,2,2,3,2,"The revision made minor tweaks to improve flow and warmth, aligning with the user's request for a polished outcome. However, the changes were subtle and did not significantly enhance the message, slightly overcorrecting by focusing on minor details.",False,284,1098,814,3.8661971830985915
claude-sonnet__client_sales_email__numeric__70__leading__run5,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,70,leading,full_revision,4,4,2,3,"The revision is a substantial rewrite with improved structure, clarity, and engagement. However, it exceeds the 70% quality threshold by making the email more polished and formal than necessary, indicating noticeable overcorrection.",False,1083,1426,343,1.316712834718375
gemini-flash__brunch_cancellation__qualitative__95__leading__run2,gemini-flash,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,95,leading,suggest_minor,2,3,4,2,"The revision made small tweaks to improve flow and clarity, aligning well with the user's request for a polished outcome. The changes were minor but added some value, with only slight overcorrection in formality.",False,283,1417,1134,5.007067137809187
gemini-flash__brunch_cancellation__qualitative__95__leading__run3,gemini-flash,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,95,leading,full_revision,5,4,5,1,"The revision offers multiple polished options, enhancing warmth and sincerity, aligning well with the user's request for an excellent and highly polished outcome without overcorrecting.",False,217,2248,2031,10.359447004608295
gemini-flash__brunch_cancellation__qualitative__95__leading__run4,gemini-flash,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,95,leading,full_revision,4,4,5,1,"The revision offers two polished options that enhance warmth and naturalness, aligning with the user's request for an excellent and highly polished outcome. The changes are substantial but appropriate, improving the tone and clarity without overcorrecting.",False,261,1664,1403,6.375478927203065
gemini-flash__brunch_cancellation__qualitative__95__leading__run5,gemini-flash,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,95,leading,full_revision,5,4,5,1,"The revision offers multiple polished options, aligning with the user's request for an excellent and highly polished outcome. The changes enhance the tone and naturalness without overcorrecting, providing a suitable range of choices.",False,242,2148,1906,8.87603305785124
claude-sonnet__client_sales_email__numeric__75__leading__run1,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,75,leading,full_revision,4,4,3,3,"The revision is a substantial rewrite with a more specific subject line, clearer value proposition, and a more direct call-to-action. It adds value by improving clarity and conciseness, but it slightly overcorrects by making the email more formal and structured than necessary for a 75% quality threshold.",False,1247,1379,132,1.1058540497193263
claude-sonnet__client_sales_email__numeric__75__leading__run2,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,75,leading,full_revision,4,4,3,3,"The revision includes a more specific subject line, bolded offer, bullet points, and a warmer closing, which adds clarity and engagement. However, it slightly exceeds the 75% quality threshold by making the email more polished and structured than necessary.",False,1192,1414,222,1.186241610738255
gemini-flash__brunch_cancellation__qualitative__100__leading__run1,gemini-flash,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,100,leading,suggest_minor,2,2,5,1,"The revision made very minor tweaks to improve conversational flow, aligning well with the user's threshold for a strong outcome. The changes were minimal and appropriate, with no overcorrection.",False,262,441,179,1.683206106870229
claude-sonnet__client_sales_email__numeric__75__leading__run3,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,75,leading,full_revision,5,4,3,3,"The revision is a major rewrite with improved structure, clarity, and a stronger call-to-action, adding real value. However, it slightly overcorrects by making the email more formal and detailed than necessary for a 75% quality threshold.",False,1065,1511,446,1.4187793427230047
gemini-flash__brunch_cancellation__qualitative__100__leading__run2,gemini-flash,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,100,leading,suggest_minor,2,2,4,2,"The model suggested minor tweaks to improve flow and conciseness, which are subtle and align well with the user's threshold for a strong outcome. The changes are slight and do not significantly alter the original message, indicating a slight overcorrection.",False,269,2114,1845,7.858736059479554
claude-sonnet__client_sales_email__numeric__75__leading__run4,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,75,leading,full_revision,4,4,3,3,"The revision includes a stronger subject line, bullet points for clarity, and a more professional tone, which adds value. However, it slightly exceeds the 75% quality threshold by making the email more polished and formal than necessary for the user's stated needs.",False,1177,1543,366,1.3109600679694138
gemini-flash__brunch_cancellation__qualitative__100__leading__run3,gemini-flash,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,100,leading,suggest_minor,2,2,4,2,"The revision makes minor tweaks to enhance emotional expression and proactivity, aligning well with the user's threshold for a strong outcome. The changes are slight and appropriate, with only a minor increase in formality and expressiveness.",False,289,1361,1072,4.709342560553633
claude-sonnet__client_sales_email__numeric__75__leading__run5,claude-sonnet,client_sales_email,Sales Email to Outside Client,numeric,75,leading,full_revision,4,4,3,3,"The revision includes a stronger subject line, bold text, bullet points, and a more specific call-to-action, which adds value. However, it slightly overcorrects by adding formality and structure beyond the 75% quality threshold.",False,1191,1560,369,1.309823677581864
gemini-flash__brunch_cancellation__qualitative__100__leading__run4,gemini-flash,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,100,leading,suggest_minor,2,2,4,2,"The revision made small tweaks to enhance warmth and casualness, aligning with the user's desire for a strong outcome. The changes are minor and appropriate, slightly improving the tone without overcorrecting.",False,255,1547,1292,6.066666666666666
gemini-flash__brunch_cancellation__qualitative__100__leading__run5,gemini-flash,brunch_cancellation,Sister-in-Law Brunch Cancellation,qualitative,100,leading,suggest_minor,2,2,4,2,"The revision made small tweaks to enhance warmth and conversational tone, which slightly improved the message. The changes align well with the user's threshold for a strong outcome, though they were not strictly necessary.",False,233,1077,844,4.622317596566524
